threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.4287142857142857,3090,11212,974,102832,0.21605369878338693,0.7603346456692913,0.33649134269846454,13310769.165,39963506.462000005,53274275.627000004,4666142.932999998
0.4312155388471178,3080,11110,984,102934,0.21705426356589147,0.7578740157480315,0.33746028267776923,13447507.1,39726530.848,53174037.948,4766380.612000003
0.4337167919799499,3070,10992,994,103052,0.2183188735599488,0.7554133858267716,0.3387399315899813,13528669.315,39266584.586,52795253.901,5145164.659000002
0.43621804511278195,3064,10860,1000,103184,0.22005170927894283,0.7539370078740157,0.34067155881698913,13601851.2,38930628.701,52532479.90099999,5407938.659000009
0.438719298245614,3055,10753,1009,103291,0.22124855156431056,0.7517224409448819,0.3418755595344673,13733341.06,38571526.419,52304867.479,5635551.081
0.4412205513784461,3051,10627,1013,103417,0.22305892674367597,0.750738188976378,0.34392965843760565,13820133.73,38145749.983,51965883.713,5974534.847000003
0.4437218045112782,3039,10533,1025,103511,0.22391688770999116,0.7477854330708661,0.34463597187570877,13982649.2,37856459.117000006,51839108.317,6101310.243000001
0.44622305764411024,3027,10411,1037,103633,0.22525673463312992,0.7448326771653543,0.3459033253342475,14225022.340000002,37419972.887,51644995.227000006,6295423.332999997
0.44872431077694236,3021,10304,1043,103740,0.22671669793621013,0.7433562992125984,0.34746103858761285,14320888.09,37040422.665,51361310.754999995,6579107.805000007
0.4512255639097744,3019,10207,1045,103837,0.2282625132315137,0.7428641732283464,0.3492192018507808,14336345.605,36680949.023,51017294.628000006,6923123.931999996
0.4537268170426065,3014,10096,1050,103948,0.22990083905415712,0.7416338582677166,0.3509956911610574,14405574.73,36369504.386,50775079.116,7165339.444000006
